"","k2","k3","k4","k5","k6","k7","k8","k9","k10","k11","k12","k13","k14","k15","k16","k17","k18","k19","k20","k21","k22","k23","k24","k25","k26","k27","k28","k29","k30","k31","k32","k33","k34","k35","k36","k37","k38","k39","k40","k41","k42","k43","k44","k45","k46","k47","k48","k49","k50","k51","k52","k53","k54","k55","k56","k57","k58","k59","k60","k61","k62","k63","k64","k65","k66","k67","k68","k69","k70","k71","k72","k73","k74","k75","k76","k77","k78","k79","k80","k81","k82","k83","k84","k85","k86","k87","k88","k89","k90","k91","k92","k93","k94","k95","k96","k97","k98","k99","k100","k101","k102","k103","k104","k105","k106","k107","k108","k109","k110","k111","k112","k113","k114","k115","k116","k117","k118","k119","k120","k121","k122","k123","k124","k125","k126","k127","k128","k129","k130","k131","k132","k133","k134","k135","k136","k137","k138","k139","k140","k141","k142","k143","k144","k145","k146","k147","k148","k149","k150"
"B23",472509.19129774,451980.296859546,433973.452347165,423936.842990157,411572.065334696,400211.304830189,387879.56720479,377589.449004499,368462.635664255,356738.201527039,345901.56776034,337759.611898979,331152.59972774,321206.105700675,314507.37949529,305891.73407551,297525.172905086,289795.405105323,282273.643594155,275345.724288236,266063.569528925,258448.495651751,249526.884856378,244633.259793458,238998.755234657,231832.444630609,227843.525429343,222201.970999945,218026.572349843,213514.600534943,208275.302977325,203605.148609708,200691.268297227,196660.861992922,191414.955156941,187880.773500254,183965.786108165,181054.016093656,177737.590649773,174639.634253961,171878.970379208,168310.450115442,166117.599409024,162226.435707163,159775.735566199,157698.921203464,155878.365493262,153612.870984938,152522.412091514,150936.700926063,149062.818274564,146105.713841915,143839.632197801,142999.61799927,141343.711900336,140002.975294119,138268.451478817,137440.216434647,135724.511334143,133863.997041544,132666.181962554,130616.693879504,129739.93353741,129005.323433678,127510.599118044,126269.925309723,125271.772674327,124204.155597992,123301.743368764,121818.51582692,120747.544104523,119458.912751398,118741.744030004,117272.433676016,115939.62497446,114405.830485472,113490.434924174,112823.402396012,111969.162591157,111471.910238961,110757.108836378,109625.834120494,108601.076044698,107173.190744322,106820.525502371,106059.031841032,105299.277546689,104649.465841897,104199.131300589,103379.840270296,102551.83574498,101991.8731252,101736.092058473,101047.176553755,100698.74490722,99942.018009998,98554.500136461,97604.6548159968,97351.9708982446,97043.5457365671,96519.6485295243,95728.8104327075,95121.9304901698,94584.7837728345,93806.3866879359,93216.9735014886,92702.0806600154,92304.5052855927,91233.7157158229,90933.1383848837,90303.3678035063,89682.5248725336,89252.6897654112,88916.690972955,88631.1617060839,87653.1904400615,87237.9090589322,86890.0963829236,86597.5481750812,85900.2365473814,85342.5111644945,84942.1401911674,84404.6314044679,83988.1384470247,83199.7222315729,82871.4204731927,81968.2660233127,81512.4025135084,81044.3418178411,80782.4800528267,80409.7562697134,80021.8156062026,79833.354228949,79446.098262207,79113.8872739153,78292.7111454798,77852.7580980719,77619.2049395051,77189.1238568501,76762.5506965917,76494.261974418,76290.3327070558,75920.0609362708,75631.1771272077,75454.4446260129,75050.487259612,74679.1147749309,74239.5856207773,74049.7355791304
"B24",480265.660128131,459741.5076865,439909.34779565,431631.984755969,418117.577316167,406985.972249072,392991.670273869,382549.811473903,373733.257537257,362421.102347052,352328.526117236,344052.591477942,336415.218933269,325613.053572321,318669.173330096,309821.08355029,300095.750739517,290998.035159111,283005.109290394,272507.830749262,264749.3089769,256703.826580154,250400.932798406,244811.812036643,240120.981977312,233917.677644314,228132.04418314,224227.595521214,218371.360134893,213402.686321375,208092.62337354,203606.011507714,198367.852495883,194081.860017602,190593.379556383,186535.997655627,184296.447258487,181401.6370399,178321.82381802,175365.427391492,171916.89780687,169666.295414143,166277.597149322,164551.342704031,162175.265657584,160559.373348199,158777.435445913,156695.828680457,154595.932308394,153075.998225224,151394.902053196,148307.428486244,146936.622530724,145953.552464883,143605.249453821,142745.819327862,141360.353247673,139786.246589495,139031.612114421,137685.125519026,136832.309468223,135997.152225437,134891.894333672,133108.176167021,131808.608097794,130204.065760228,129125.836646833,127846.787145132,126923.704065509,124934.902751447,123869.597220743,122366.289771005,121304.021415076,120581.366494245,120091.725909495,119573.886700958,117458.957573647,116670.021552251,116064.171275208,115616.377322901,114579.879685409,113943.306898746,112979.348326929,112335.729247632,111557.543221113,110473.075488989,108780.853262126,107314.553529636,106415.809201982,105422.11626568,103953.857644528,103491.158065084,102706.331265295,102366.107164882,101962.263191212,101266.85891557,100641.4160621,100002.983801601,99405.5301051172,99165.2979632058,97963.8576473862,97681.2934270613,96883.7247362904,95917.3862375083,95393.3940365158,94845.6587785334,94285.5507886649,93698.6805061856,93026.9170823274,92127.4426180277,91342.5718020566,90879.1055079286,90691.5535423329,90341.7917015136,89354.7118093995,88805.728439199,88476.8402888421,88077.0717220949,87494.1554171567,87202.1492189352,86730.745556265,86110.3113762435,85929.3406100846,85681.6443601146,84870.6765319213,84393.508092904,84027.2396993759,83793.203222366,83341.5953157916,82959.7495299349,82695.6629969752,81988.5526489299,81652.1700498929,81068.8779906389,80785.9807093746,80330.9525298691,80002.1313113095,79682.8766199266,79170.940866801,78902.7544676971,78735.9936272818,78558.2847865739,78090.0700584122,77732.2378353393,77430.1644361134,77114.3124322222,76875.8229747618,76580.0055081937,76294.5025427262
"B25",477557.725802734,459462.587005656,444970.403639306,430873.992971794,418296.796825011,403503.486381414,389284.849192499,380077.433485693,368805.149746095,359832.023916053,345864.615070641,336834.841183832,327240.469985526,317150.227793351,308934.972350811,299075.378112064,290535.714657564,284570.156473948,277589.785080627,270892.82888226,263751.765151095,258473.877139049,252228.521416769,244902.287116761,239436.20051976,232040.95928158,225920.784716627,220857.417484277,215321.53986219,208913.667186984,205239.815160045,201170.413846644,198700.941189481,193858.40013462,190792.729495372,186575.554961072,183054.282296362,179306.071357901,175609.407174542,173280.003106428,170196.940807804,167984.105681164,164745.379242717,162011.169808263,159811.1971294,157921.581824926,156922.146926273,154533.494550287,152694.671157523,150551.232668592,148592.031525942,147231.073682311,145487.405886791,144653.055599855,143174.59761881,141424.07856009,140259.011661606,139039.170421606,137894.532625202,136385.587140795,135728.114289581,134174.084408075,133178.037073128,131833.538875629,129687.060441757,128135.063212834,127014.789315434,125703.08040061,125064.919019116,124294.756770381,123378.049399197,121801.217847765,121116.537199285,120442.833613359,118562.725921362,117816.842468571,117006.980650503,116055.673786091,115647.206392353,114629.895875039,113357.597519078,112745.823697084,111855.167290128,111268.943503023,109784.132961661,108698.666457941,107260.667841643,106393.555643294,105599.249385326,104913.509142556,104507.15822586,103316.224613436,103023.60202107,102335.322836661,101866.961864151,101599.522062557,100850.153583689,100121.935501382,99818.480516487,98685.2298789904,97359.0833454588,96100.0544569068,95689.1940449269,95125.2235908765,94393.0145633332,93877.0465962114,93215.7772136001,92721.6057849152,92210.8379195052,91111.5655740678,90037.8725519478,89732.7984573687,89219.7463870999,88829.3220980694,88172.8468142927,87948.3879939721,87451.9323496552,87177.6690479924,86873.6912977342,86292.8677436658,85849.3331041441,85547.9039015812,85053.7934147256,84606.7955722273,84193.9333619042,83269.6853964253,82872.7934106809,82577.8748154655,82389.8400986284,82098.1442836451,81709.1354270395,81406.7892812007,81088.2292279156,80647.4915823521,80141.0198556959,79337.9146895123,79094.6677333429,78604.9375272886,77911.9838341817,77425.7029115135,77079.7862718388,76808.7668364757,76090.5637006254,75847.6370006452,75152.7166870217,74841.0849828903,74133.3184205513,73908.6102627813,73613.3253970646
"B26",472923.031446555,451286.087688199,437623.945655488,422017.163633855,407994.923316352,395745.086193594,385597.051594645,372436.554720107,363138.37387848,354175.00178604,346392.368119385,336860.843400114,326042.233525481,320168.767742307,311462.267474203,302542.298149269,295514.699534915,285757.12334879,277558.451143964,269629.068268204,261638.154942409,255379.502041694,250556.988618809,242268.703898663,235132.474211074,230251.329609417,225381.164002194,221325.938516148,216008.31508576,209719.562809758,204576.944329748,199231.62106628,195353.803465952,190580.343665633,187144.657940768,184482.437095798,181019.897756999,177156.403987638,175192.7219065,172050.207701667,168396.016357075,164888.289466942,162675.535430518,159996.245071203,157821.839691947,156177.941303029,154691.929107668,153820.740710606,152474.109451634,150621.953835291,149596.311091303,147710.618003411,146255.292261769,145390.348608339,143456.028296927,142271.251115274,141331.563129036,140502.508267381,138636.37352541,137001.761348738,136031.107115602,134571.417429326,133168.814416841,131908.514351728,130965.086235088,129586.545749884,128108.636406625,127097.255373118,125764.34159314,123602.147664024,122320.511353935,121342.819315941,120786.996322969,119596.165457273,118950.947535499,117928.39327362,117502.792269468,117024.157107061,115880.854210648,115056.083153279,114487.234420227,113224.798544839,112214.651664962,111363.486524625,110672.90081755,109952.750309256,109004.439709437,107927.549225872,107472.222920847,106852.343566273,105529.411249106,105053.454399573,103755.322059034,102809.400778428,102250.69472521,101662.373068051,101088.097980328,100843.1557057,100176.154916176,99958.4653435993,99619.094132854,99018.7694615491,97837.2911887616,96722.3220524195,95859.4167186588,94979.3978762162,94463.1445396891,93970.8251291566,93061.1017774514,92442.4725736534,92008.5327135903,91093.5183068816,90799.8379371863,90488.3349686669,90215.9121932813,89896.9312977387,89433.2636189174,88497.8032172668,87997.8902200224,87523.7454469612,86910.9417382425,86021.5129918797,85757.9498479864,85438.025876311,85082.1762469,84777.7240117219,84583.6575263131,83868.2215295645,83431.4402346421,83096.5659965464,82512.0689785247,82090.6913928572,81299.2701288367,80879.8732489331,80409.313108465,80033.3560535986,79655.9453646202,79267.7993099811,79066.857634274,78697.476348907,78401.995281439,78004.4733966325,77668.8894068776,77093.1936106714,76505.1005750377,75930.7252450041,75754.9795066571,75490.5072319279,75104.9088644242
"B27",476797.082920291,455392.820309339,438796.411654278,424901.569228844,415243.683157472,402034.442660633,389595.976464215,380080.758196063,369112.535502038,360827.385822341,350768.124109155,340995.607555729,333455.626420522,323139.320989565,313997.660915823,306111.453164322,297806.476950282,288810.38887112,277339.151860681,269702.072866343,263055.523095422,256859.705862337,251135.117456568,246322.425116815,241831.583028067,234943.78606145,228172.407626591,224219.039804326,218479.108425935,213877.535651058,210521.790292991,206498.580932667,201993.509436688,197374.042509669,193592.627410077,189655.940484753,184959.590182682,180094.640255512,176879.975105638,173180.59129002,170575.504653846,166957.164634033,163560.377732995,160973.534921813,158967.38290604,156446.495451421,154473.148671182,152693.420824534,150632.172093644,149723.456933514,148294.717277616,146694.370705487,145222.037819251,142567.335971944,141235.978915838,140299.291263338,139296.143857295,137785.137474541,136989.605613823,134740.003928412,133519.494480617,132165.578856042,131364.909531364,129352.089955074,127792.925743906,126437.657582414,125405.257110865,123989.600593758,121713.32892738,120952.497927515,119376.006363983,118922.104234043,117720.007474722,117065.217819028,116606.464812372,115208.153918771,114424.515708204,113732.194332024,113187.640789519,112546.324882248,111956.802390837,110564.631007076,109650.830193067,108887.296188609,107170.354271051,106695.162378358,105962.780191198,105394.902855958,103979.783844051,103418.738980808,103019.988988091,101977.493770779,101738.164856618,100941.86559861,99502.1466376219,98694.9412089024,97689.0422356643,97386.1727695627,97123.7919393927,96537.410281509,96008.5275562339,95190.8149077837,94148.8064726171,93936.8387513322,93456.066180514,92968.9746689803,92330.0867357438,91442.3292464838,91018.4610563858,90486.7973016926,90018.021386957,89581.1381254978,89239.8357702698,88828.0699415062,87990.3992527541,87660.0542193201,87043.6661783061,86781.6849898938,86164.8138167553,85889.4031868977,85497.681894946,84723.1072696349,84136.1496634762,83710.1209196059,83105.6950019301,82663.8181745916,82150.3241208335,81626.9414704943,80925.218253919,80737.9072213829,80415.6971995311,79956.9654436539,79672.3600239435,79301.106119411,78894.8624731717,78587.6446670219,77945.8427656468,77661.3172568157,77350.4690953223,77184.8256952028,76794.6904785167,76358.7359990603,76189.6052804112,75831.1269592627,75645.7085008817,75124.5531208571,74823.4821866003,74321.5289339527,73916.1388533095
"B28",477755.992016513,458415.328874467,444465.46831307,429703.426231537,415433.96695095,403861.119911354,394331.093565788,382393.215312407,373988.237659307,364837.916889386,355138.367596241,343567.24373268,334553.823078836,327599.07968558,315366.358368691,305156.120191993,297528.150851471,288011.340236608,279469.344939348,271844.912978789,263624.73789709,257444.259703329,249787.412571632,244807.285786848,237796.098432144,231738.911581405,226573.434943154,221131.142324313,217124.958224102,211679.357622594,206560.142856034,202190.870311591,198306.129207544,194395.063889636,190632.200028944,187015.042237844,182675.286848283,180749.686247512,177599.029638721,174006.212945517,171502.211555758,168651.230533999,165146.682628294,163119.348731752,160103.408494306,157705.382657887,156072.576202302,153964.129106021,152382.999957707,151527.672452874,149811.858658187,146907.025350483,145085.338648178,143334.730511832,141990.099208546,140224.929626104,139359.361509346,138444.000210316,137132.662663991,136264.226022195,134687.769426173,133997.662231595,131949.705483948,130533.218629705,129378.160892699,128204.179835262,127343.89629951,126133.076432378,124504.980723583,123424.299908528,121978.571196049,121166.805316724,119771.284804381,118714.757777256,117530.701968936,116681.098480125,115529.107592536,114330.094880948,113911.55007473,113339.707017793,112632.700398127,112063.406637566,111555.038361542,110343.045760676,109955.13851316,109226.988265871,108718.210129625,107943.904428357,106385.91729176,105533.649737125,103912.382816081,103277.369575382,102597.671117083,101948.693283352,101709.481661544,101054.413685418,99903.4618739843,99234.9490377719,98763.9058383763,97872.3466902788,97369.5794283634,96658.7131626391,95653.8469916167,95167.8211340463,94514.5197893579,94199.1294926553,93821.3863723215,93008.3534756713,92536.7572682063,91885.3689060695,91436.6838254302,91214.4779652699,90289.2014562007,89764.3452784914,89260.7271934593,89045.3270067807,88797.2668568772,88426.7818131691,87905.0840937428,87593.9132964948,87167.0776184415,86778.7784532363,86601.442845594,86418.9002756729,86008.3497426965,85834.5774355766,85502.169391817,84877.956549458,84409.743231316,83956.9712296423,83717.6758369099,83314.1833872225,82431.2694292199,82238.063298087,81813.0731142494,81266.8830729876,80721.9617421496,79853.4439691415,79607.016305998,79254.4057797174,79057.9130943776,78726.4534368534,78410.0561840143,78026.8453563582,77510.7461985841,77268.7793607488,76919.604623717,76586.5612377047,75971.849853576
"B29",467295.462439189,445108.917248617,431145.446375895,418378.155947013,405033.43035632,393430.881561525,379323.569100102,369382.798604362,360982.683454552,352401.546224005,341839.788235255,331253.119518934,324249.621466495,316272.000669309,307550.819075249,297656.15900817,289874.67025721,282956.024800478,274414.418201777,267514.546571652,258487.414155862,251540.199661269,242647.807633012,237982.39567633,230507.845048799,226234.628568942,220384.456620319,215294.896170307,210679.556483286,206397.781510296,202061.340736874,197728.525348695,194154.864139822,191042.887938557,186863.095014357,182844.788601408,180205.216734686,177282.260904364,175062.742507735,170989.905245631,167182.98618615,163780.610427431,160877.524722929,158314.322682159,155359.084391917,152437.69079848,150432.817312295,148174.693917523,147252.862999928,144917.68963825,142846.498651823,140780.364097912,139172.840978143,137540.339672483,136093.767148972,135025.556213367,134135.884211009,132581.250173409,130539.510859389,129517.318113667,127536.488952741,125770.351580665,124656.252615877,123156.380248433,122422.515498286,121381.715152131,120739.702220557,118682.194377669,117430.483961662,116249.215494748,115725.729014329,114813.504235943,114144.216163246,112538.421529893,111335.347892577,110864.872687932,109589.474655391,108820.360183668,107565.511741086,106683.626831208,105855.643729161,105506.780247894,104679.563677637,103986.132037173,103294.022708172,102365.315681919,101152.050265877,100754.021936049,100100.599569691,99385.9179745812,98618.2279850799,97731.0698126919,97177.3864412356,96617.3676228186,96155.5106148884,95320.962061032,95084.0771561363,94522.8799872844,94053.3130674129,93084.5223630611,92395.3537326631,91755.9032803865,91188.7701426024,90399.1921573367,89879.2811109057,89446.1509992374,88955.9622521438,88560.8856488061,88360.249211174,87861.3811354267,87618.7872377708,87436.7747645631,87051.324819775,86542.4034530254,85879.2110478794,85599.5644877566,85196.0853675461,85015.3662161238,84778.8325221799,84185.1296379392,83722.180468827,83503.6711959585,83257.769212944,82767.4020271247,82387.9614165566,81665.9968470838,81479.3980973877,81112.7102845184,80846.9193484854,80503.1606308328,80013.1762922602,79217.045071985,78787.0896480262,78486.1492826959,78205.9751761121,77701.0556507652,77176.1563383848,76863.3117321867,76453.7176534945,76266.1161685778,75513.2289824414,75110.8279989629,74719.7032907318,74127.2037439655,73850.4746253019,73496.0013139124,73075.7184118398,72794.3415766185,72505.1448220382
"B30",482292.675985106,461961.83114163,443548.24313921,428819.806602738,413617.284145919,401955.908108734,390591.287419197,379420.746594671,369125.16311667,358065.790271578,349737.051015378,341979.641413701,331042.632217234,318692.076668334,309749.01539226,300176.10000301,293999.902354142,287335.552103297,279537.613340161,272952.500984222,266772.033654676,260663.711160881,254692.156061057,247577.637996751,241006.479563065,234144.802531761,227802.218666837,223416.552316638,216994.781424034,213124.137750511,207797.655702348,204164.76063581,200106.203256252,195936.093586788,191128.268949911,188471.350362179,185714.199187415,181708.554321955,177621.699408672,174678.670069535,171885.419258159,169116.859403469,166548.495661887,163592.768193096,161668.306094235,159137.569695975,158249.162959498,156285.327857916,154462.610758964,152033.732312037,149985.648488151,148389.079921069,147446.776292943,146457.624634,145077.275922065,143073.568805677,141710.323546367,140176.971401521,137836.67196936,136647.687935118,134789.353699423,134097.703396725,133289.786870996,131909.911385181,129606.557382414,128425.35745183,126260.390049135,125632.446303805,124740.930286164,123742.404849414,122748.844617068,121741.289779499,120816.172976657,120260.449372408,118929.484038735,117454.078904495,116762.009252247,115581.218999734,115086.503698829,114678.232103553,114080.578116412,113704.880446456,112644.45964115,112053.38670022,111308.846457501,110317.635997695,109451.169035715,108249.357533376,107145.597912626,106535.393147108,105762.4358796,104998.30430356,103852.272484142,103330.773989788,102917.287014146,102522.917972889,101879.065091226,101109.817889406,100862.569282673,100254.053699344,99565.9628272595,98869.2802342174,97653.8275769752,97417.326850227,96002.0997571459,95416.895234545,94820.0663366223,93563.6323873331,93243.9519623463,92889.774096339,92495.9583205386,91973.3243881353,91737.7883067437,90739.0092721199,89827.8440858134,89300.1102025696,88576.5394991716,88065.193217178,87542.3029580274,86846.7630538601,86454.1850546678,85638.1531597734,85022.7256902622,84724.0373009407,84432.8832504739,83908.8765985125,83475.8626939244,82771.4537182821,82113.8151626723,81705.3666924827,81522.1059565343,80745.5911530234,80351.3676691764,80075.5232192462,79720.8306804294,79378.7043409346,78803.8363780089,78626.6675657001,78106.2358968771,77910.8374752274,77360.8408153732,77008.6901535741,76359.0403094602,75989.3245514349,75737.5503207718,75448.9226564901,75077.9789241568,74772.1167574265,74493.6511881791
"B31",469671.206862662,448233.916304508,430547.156312111,421796.339830238,407829.303863985,393915.374909284,383257.780695568,374935.805019892,365061.976329388,353338.162934305,342700.266831746,332685.106623014,323558.911294018,314285.511356297,307246.075872701,298256.462321295,289897.971074978,282534.739448434,276892.402004454,270730.187304371,263253.337308538,254736.155368145,248759.582965198,239256.651052459,232356.861655786,227422.491461636,222173.245333311,215059.497024907,210869.141741525,206156.734078329,201083.485282278,197066.753853872,193551.518138193,188776.231791809,186389.333741359,182268.243944854,179077.317108302,175326.651842937,172170.293685126,169630.224384136,167098.567617917,164873.636348232,163156.368408992,161370.771003132,158391.498151414,156363.288446659,153967.550663508,153093.679350921,152090.73282283,149734.949981547,148355.344516618,147367.184198121,145512.697896195,144750.708651686,143528.179476695,141916.760235422,140325.928208655,138544.602859532,137418.603760724,135982.512814483,134380.072101576,133223.056935764,132173.152154913,130741.676934857,129186.390401426,126976.620339548,125518.76243888,124133.453640053,123463.664316176,122488.136230187,121887.910336976,120383.08076238,119079.953797905,117669.432982027,116655.612843712,115299.856046491,114872.618758434,114213.56645565,113782.107337133,112784.184525186,111464.997816034,110925.085075051,110596.60527424,109913.478572701,109295.285104201,108605.329165086,107725.906901531,106564.049434636,105677.193862584,105021.124705261,103574.88089755,102797.878797083,101954.08956878,101315.50365157,100705.137136431,100443.319783948,99327.4293254313,98881.622268961,98192.7387382863,97578.1223965552,97344.9490780381,96212.7851219648,95886.3523690187,95530.2798333353,94796.9753949902,94270.1693611008,93397.5009399346,92682.4161496874,92188.631278943,91647.7381597159,91093.2438451317,90690.9040249684,90331.0902683615,89850.5285028736,89401.3913020001,88943.5553058431,88490.801906323,88259.0481070428,87331.2676184124,86939.0373179139,86154.151636034,85481.7596293705,85073.3765236192,84412.7135552254,83983.7560275808,83805.4507561936,83415.3649866421,82989.4110268651,82621.9014388476,82340.3428471486,82095.7628485763,81382.5416032409,80849.2434943596,80143.4990230181,79725.1045718683,79167.0822570139,78836.7876646573,78453.8851486995,77793.2836316635,77564.0165444535,77200.7028730832,76605.4230469322,76233.2870290267,75897.8977082298,75707.1767681093,75440.7330308873,75274.1924690052,74699.1169788048,74413.4894548064
"B32",474839.950349872,449280.617103555,436349.777711404,423305.573123164,408291.706219389,397434.20840162,389180.390542654,379825.882450243,369843.61373005,358353.973888978,349210.203682695,338534.066592,328370.539889351,320252.669992575,311087.584842912,299665.593082648,291502.358625114,284107.604589304,276591.498061779,268469.423712998,262546.528381983,255248.385858283,249457.473138784,242611.617305004,237902.893435388,230550.483089806,225473.446733298,220269.994085591,215350.499862811,211298.293468249,207431.963830743,204067.674877457,199909.264487414,194895.380372142,192435.211493173,188866.044633366,184715.043163624,180799.184674043,177449.741098357,173705.089011491,169808.379717346,167058.137692422,163551.50269812,160189.614990155,158035.819043467,157011.755179928,155194.197785632,153053.602613142,151218.653041599,149338.348431612,146995.070622639,146173.30501032,144723.80962091,143176.98926086,140516.072350364,139188.874009498,137449.064081633,136490.5598475,135645.160722617,133531.146606954,131758.353606216,130515.011311561,129445.607282327,128387.678923307,127273.21846781,125583.483261939,124472.46993801,122808.205012726,121916.466918166,120812.277274354,119833.716377335,119092.153308381,118213.802550015,117113.349644779,116188.292304147,115163.011933731,113967.618779194,113282.431118828,112500.908796107,112016.888161515,110992.959015708,110080.479374191,108971.607796104,108070.984501554,106370.070240182,105851.924324698,105413.460992956,104374.869227706,103815.024256504,103176.67842418,102349.707144664,101634.83085884,100704.036141939,100386.533609759,99701.035993754,99088.5209348816,97725.8759800366,97478.832402726,96427.266784368,95406.319561798,94627.3970443406,94102.6497018893,93507.1045441828,92846.7899275293,92240.090403006,91680.0310417691,90514.6343094607,89955.734684352,89484.5966780586,89239.3590391918,88939.3749800875,88071.2072822977,87613.6122957237,87077.3606589673,86505.0265878817,86063.4130089952,85534.792736056,85167.2808170069,84682.6711659726,84235.598313224,83726.4174143415,83246.0758690967,82980.075615988,82110.1281277779,81845.2574236025,81420.8230846437,81199.0107004047,80964.6189041315,80808.7109588451,80428.5525162465,80118.6610456895,79783.631272559,79207.5829880494,78792.5599575745,78291.4355826608,78090.1366678238,77238.7935829605,77003.0639595625,76617.7666341056,76191.1282987105,75642.4029277399,75119.0544374128,74867.6991626102,74639.1253678514,74463.8117692128,73823.7344736502,73477.12505369,73328.476454953,73150.0161319986
"B33",477312.792708577,455347.513507515,436226.524033308,426224.494071673,416303.05114057,402678.898733448,390000.338392431,380988.999179566,371017.363739498,361516.062599835,351400.421519788,339499.834871064,332101.651520248,321973.146881539,312260.125289985,302758.546020835,296474.21002222,285541.720136668,277599.755481657,269960.575991528,263276.477035031,256325.804138622,250266.756390712,245784.880381978,240322.622132681,235597.354150909,229207.156701782,222611.660626582,217979.631677658,214168.954349524,209587.267338997,203980.820459526,198610.02072764,194431.744859238,191196.389217769,185564.105272117,182057.616997323,178319.280579848,174666.404750768,172308.723621157,169524.596434291,166054.217836525,163725.305683764,161555.042428781,159251.58543544,157147.117411099,154685.381991335,153034.70876917,151076.660022344,150095.241449999,148700.734885661,147782.498706139,145347.34224351,144403.764423009,142983.823056513,141730.930914976,140130.918959174,138827.126090498,138069.494470354,136592.881217869,134440.238323597,133136.141369394,132353.778358475,131288.419824375,129120.661397039,127553.977795177,125935.69795639,124463.551314455,123395.715154454,122856.773055959,122153.416564145,121195.280815964,120212.219712399,118919.466967073,118104.904055296,117643.168077362,116617.255335948,116157.775627327,115591.158576066,114747.043912097,112978.369820265,111756.294958905,110909.567183091,109721.245478987,108701.138573918,108072.565098524,107420.462586169,106530.483849753,106065.057790411,105370.218724831,104684.105845056,103949.036571991,103479.449873922,102950.414679037,102195.642890111,101968.97613606,101364.999388381,100002.106482029,99451.4418506152,98546.6389922026,98215.686590253,97621.7445624866,97084.4343374281,96158.5733072921,95389.3326042574,94845.28342123,93748.853359856,93295.7446671638,92432.5468231451,92082.169417099,91564.3956978176,90992.2082705819,90783.1758164353,90219.9224165295,89826.3736569573,89396.1352440428,89108.6248524589,88928.8211676458,88310.1538831763,87823.6694180373,87339.3094499256,87147.7961283189,86750.2399096193,86180.4108569129,85861.0010501571,85576.1268308104,84930.5032900998,84430.6976594618,84169.1003459674,83396.491510399,83009.1786121652,82620.7040858905,81759.2956453622,81323.465277618,80980.9466934827,80626.1417754552,80280.9687288653,80031.7480540522,79591.9412697207,79187.4652192154,79043.8975026867,78778.3234327767,78399.0917932151,78205.0481168543,77845.9589692786,77187.3121381937,76724.03427451,76158.5969812001,75860.0759627139
"B34",474448.141801059,451560.784038101,433639.577098506,424070.657352055,413437.654412408,403122.77606751,391442.99384933,382879.003885316,370667.131621617,361018.923243071,351978.015526052,340955.622852608,333281.913755982,323235.323201602,314668.286471695,306072.569177794,299711.578313661,292537.199476357,284582.71658128,277641.500588305,270341.566020703,265318.497676948,256730.187732962,252180.400193067,245839.135435732,240937.618444353,235343.998531235,229697.325241366,224986.086507335,220245.559228303,215472.309889422,211481.458523896,206680.558617823,202727.961361763,197621.079952796,194426.912783728,190323.840282273,186289.954598819,183557.218026605,180532.535287767,178078.277997371,175562.591414171,172219.341143372,168843.403965156,166500.27611215,164711.390783799,163228.181385688,161100.717076251,159419.903175417,156762.579658254,155273.395482517,152806.219564923,151411.436944774,149348.627409643,148300.307086826,147467.683741194,146543.526587157,144192.003326804,142751.699781994,141203.038313318,139028.411723824,137799.848058204,136302.799161354,135361.927327115,134128.005890697,131981.839142635,131111.908612415,129529.732059248,127776.460498503,126433.677516966,125390.316191667,124397.268030114,123012.272325144,122174.320879525,121634.68778369,120971.090582089,120205.240768043,119197.446157879,118519.146738841,117895.429026579,116723.641668399,115479.937207968,114781.387295764,114397.619009413,113841.502461484,113337.562416231,112521.650868119,110972.600544014,110640.171396687,109811.468503187,108134.683142904,107511.010988139,106954.59211242,106673.088482828,105454.132176913,104835.021105813,103940.800535842,103030.309465698,101708.427182392,101035.169610783,100464.485493915,99834.1382041292,99272.2593621151,98515.2114540718,97295.9955639444,97051.1111612752,96467.2610478577,96083.9856745897,95259.4397933896,94627.1552635004,94361.5032817543,93437.3253882869,92888.7548542674,92173.4035790543,91629.0100532881,91032.0552314934,90541.257681321,90042.5059561225,89165.4278505927,88891.7665690738,88489.0305838387,87537.6575278006,87070.7665054764,86610.0627101856,86210.8095559237,85773.3324704425,85332.5966123856,84963.35340779,84700.5160267926,83866.8815843625,83641.7728789956,83240.478529816,82874.2225850208,82512.0400933479,82278.3130501436,81819.5590186476,81500.5347101819,81025.9229290082,80538.4492810837,80059.6577378079,79829.6895151251,79313.3917307582,79014.7384411902,78732.8808924549,78428.2201888888,77748.5769765572,77403.8683929181,77104.5047141281,76744.6804467971
